工号,姓名,刷卡时间,门禁点,部门
030068,朱萍,2026-04-26 10:02:33,A座-闸机,星云科技/技术平台/应用研发部
30405,吴明,2026-04-21 08:30:28,A座-闸机,用户增长/市场部
30259,魏怡斌,2026-04-21 08:41:54,A座-闸机,商业化中心/销售一部
030310,褚丽,2026-04-01 09:01:18,A座-闸机,商业化中心/销售二部
030313,许娟明,2026-03-10 08:24:29,A座-闸机,星云科技/商业化中心/商业产品部
030467,姜红芳,2026-04-20 08:02:08,A座-闸机,职能线/行政法务部
030431,金志秀,2026-04-07 10:01:19,A座-闸机,用户增长/市场部
30514,冯霞斌,2026-04-14 10:54:17,A座-闸机,职能线/行政法务部
30132,郑娜英,2026-03-19 10:37:33,A座-闸机,星云科技/技术平台中心/数据智能部
30222,张静,2026-03-06 08:54:27,A座-闸机,商业化中心/商业产品部
30510,韩伟,2026-03-13 08:04:08,A座-闸机,职能线/行政法务部
30268,杨欣娜,2026-04-30 08:11:43,A座-闸机,星云科技/商业化中心/销售一部
30418,陈敏,2026-04-18 07:11:50,A座-闸机,星云科技/用户增长中心/内容运营部
30126,蒋磊志,2026-04-28 08:08:10,A座-闸机,技术平台中心/应用研发部
030481,秦强,2026-03-25 08:37:07,A座-闸机,职能线/行政法务部
030096,尤洋斌,2026-04-24 08:43:55,A座-闸机,星云科技/技术平台中心/数据智能部
030302,曹悦,2026-04-02 08:15:54,A座-闸机,星云科技/商业化中心/销售二部
30399,姜娜,2026-04-02 10:44:08,A座-闸机,星云科技/用户增长中心/市场部
030504,褚红娜,2026-03-25 10:53:48,A座-闸机,职能线/人力资源部
030275,吴娟娟,2026-03-31 09:23:31,A座-闸机,商业化中心/销售一部
30082,陶艳刚,2026-04-20 09:22:51,A座-闸机,技术平台中心/基础架构部
30061,孙敏,2026-04-01 09:30:10,A座-闸机,星云科技/技术平台中心/数据智能部
30511,朱娟,2026-03-10 10:30:43,A座-闸机,职能线/人力资源部
030124,曹芳,2026-03-01 09:07:07,A座-闸机,星云科技/技术平台中心/应用研发部
30408,朱明志,2026-04-09 10:32:22,A座-闸机,星云科技/用户增长中心/内容运营部
30271,沈军玉,2026-04-22 09:56:16,A座-闸机,星云科技/商业化中心/销售二部
030411,孔玉平,2026-03-16 09:59:38,A座-闸机,星云科技/用户增长中心/内容运营部
030046,沈刚丽,2026-03-20 08:28:44,A座-闸机,星云科技/技术平台中心/应用研发部
030263,赵兰强,2026-03-11 10:43:12,A座-闸机,星云科技/商业化中心/销售一部
030178,卫霞怡,2026-04-01 09:15:52,A座-闸机,技术平台中心/数据智能部
30199,沈曦怡,2026-03-16 09:49:35,A座-闸机,星云科技/技术平台/数据智能部
030060,赵超,2026-04-23 08:04:49,A座-闸机,星云科技/技术平台/基础架构部
030116,吴娟洋,2026-04-22 10:56:30,A座-闸机,星云科技/技术平台/应用研发部
30372,韩华斌,2026-03-12 10:38:40,A座-闸机,星云科技/用户增长中心/内容运营部
30033,严宇,2026-04-29 09:07:26,A座-闸机,星云科技/技术平台/数据智能部
30442,陶萍,2026-03-17 09:01:05,A座-闸机,用户增长/市场部
30522,华敏秀,2026-03-26 10:02:28,A座-闸机,
030181,杨秀,2026-03-05 09:39:22,A座-闸机,星云科技/技术平台/应用研发部
030342,秦娜,2026-04-03 08:49:41,A座-闸机,商业化中心/销售一部
30038,孙军,2026-03-11 10:54:13,A座-闸机,星云科技/技术平台中心/基础架构部
30337,许明华,2026-04-10 08:18:32,A座-闸机,星云科技/商业化中心/销售一部
30067,韩明,2026-04-08 08:13:06,A座-闸机,星云科技/技术平台/应用研发部
30285,尤勇丽,2026-03-19 10:28:32,A座-闸机,星云科技/商业化中心/销售一部
30143,曹浩娜,2026-03-25 09:14:16,A座-闸机,星云科技/技术平台/应用研发部
30479,尤娟,2026-03-27 08:32:18,A座-闸机,职能线/行政法务部
030486,秦静,2026-04-06 09:38:01,A座-闸机,星云科技/职能线/财务部
030027,华曦晨,2026-04-17 08:20:21,A座-闸机,星云科技/技术平台/应用研发部
030507,周桂,2026-04-29 08:40:58,A座-闸机,星云科技/职能线/人力资源部
30192,秦军娟,2026-03-19 08:50:07,A座-闸机,星云科技/技术平台/基础架构部
30339,李静勇,2026-04-27 08:41:18,A座-闸机,星云科技/商业化中心/销售二部
030092,褚丽,2026-03-04 10:46:09,A座-闸机,星云科技/技术平台/应用研发部
030059,华平,2026-04-30 08:13:10,A座-闸机,星云科技/技术平台/基础架构部
30043,孙娜,2026-04-08 10:30:14,A座-闸机,星云科技/技术平台中心/基础架构部
30270,许刚华,2026-03-12 09:28:31,A座-闸机,星云科技/商业化中心/销售二部
30513,杨娜桂,2026-04-20 09:57:50,A座-闸机,职能线/财务部
30434,张红,2026-03-11 10:56:58,A座-闸机,用户增长/市场部
30453,卫洋,2026-04-01 09:55:38,A座-闸机,星云科技/用户增长中心/内容运营部
30230,施洋敏,2026-03-25 10:17:33,A座-闸机,星云科技/商业化中心/销售二部
30019,施悦,2026-04-27 08:44:43,A座-闸机,技术平台中心/应用研发部
30397,王伟,2026-04-20 09:07:18,A座-闸机,星云科技/用户增长中心/市场部
30378,魏芳刚,2026-03-03 08:49:59,A座-闸机,星云科技/用户增长中心/市场部
30293,冯敏伟,2026-04-28 09:19:22,A座-闸机,商业化中心/销售二部
30030,钱刚,2026-03-16 10:20:26,A座-闸机,星云科技/技术平台中心/应用研发部
030032,沈刚艳,2026-03-02 10:02:23,A座-闸机,技术平台中心/基础架构部
30475,施娟洋,2026-04-08 09:00:07,A座-闸机,星云科技/职能线/财务部
30329,秦玉,2026-03-20 10:55:27,A座-闸机,星云科技/商业化中心/销售一部
30475,施娟洋,2026-03-31 08:02:16,A座-闸机,职能线/财务部
30433,严娟,2026-04-03 10:32:57,A座-闸机,星云科技/用户增长中心/市场部
30006,尤超军,2026-04-09 08:39:59,A座-闸机,星云科技/技术平台中心/数据智能部
030180,尤强,2026-04-10 10:40:35,A座-闸机,星云科技/技术平台中心/数据智能部
30321,王斌,2026-04-26 08:39:07,A座-闸机,商业化中心/商业产品部
30195,秦浩勇,2026-04-07 08:59:16,A座-闸机,技术平台中心/基础架构部
30162,何丽伟,2026-04-20 08:51:50,A座-闸机,星云科技/技术平台/应用研发部
030096,尤洋斌,2026-04-03 08:22:32,A座-闸机,星云科技/技术平台中心/数据智能部
30202,陈萍杰,2026-04-10 08:31:55,A座-闸机,星云科技/技术平台/数据智能部
030154,沈平芳,2026-03-27 08:20:41,A座-闸机,星云科技/技术平台中心/应用研发部
30298,韩静明,2026-04-10 10:44:27,A座-闸机,星云科技/商业化中心/销售一部
30318,何秀,2026-04-27 10:05:41,A座-闸机,商业化中心/销售二部
30542,曹勇斌,2026-04-23 09:09:47,A座-闸机,星云科技/商业化中心/销售一部
30331,秦明静,2026-04-05 15:30:47,A座-闸机,星云科技/商业化中心/销售一部
030507,周桂,2026-03-12 09:32:50,A座-闸机,职能线/人力资源部
030266,秦娟勇,2026-04-01 09:16:21,A座-闸机,商业化中心/商业产品部
30238,许怡,2026-03-31 10:09:35,A座-闸机,星云科技/商业化中心/销售一部
030508,许芳晨,2026-04-07 09:44:59,A座-闸机,星云科技/职能线/行政法务部
030508,许芳晨,2026-03-05 09:42:06,A座-闸机,职能线/行政法务部
030035,朱宇,2026-04-13 09:42:31,A座-闸机,星云科技/技术平台/基础架构部
30406,沈涛,2026-03-03 10:54:38,A座-闸机,星云科技/用户增长中心/内容运营部
30426,褚平,2026-04-17 08:56:50,A座-闸机,用户增长/市场部
30268,杨欣娜,2026-04-10 10:04:48,A座-闸机,星云科技/商业化中心/销售一部
030242,张桂,2026-04-14 10:57:06,A座-闸机,商业化中心/销售二部
30419,陶桂杰,2026-03-04 10:00:38,A座-闸机,用户增长/内容运营部
30480,陶敏,2026-03-23 10:30:50,A座-闸机,职能线/人力资源部
030331,秦明静,2026-03-24 10:32:40,A座-闸机,星云科技/商业化中心/销售一部
30528,许勇军,2026-03-21 12:25:00,A座-闸机,星云科技/职能线
30456,孙娟娜,2026-04-27 08:36:22,A座-闸机,用户增长/市场部
030139,郑敏兰,2026-04-08 08:10:09,A座-闸机,技术平台中心/数据智能部
30016,张静,2026-03-02 10:05:11,A座-闸机,技术平台中心/应用研发部
30373,郑军,2026-03-10 09:59:21,A座-闸机,星云科技/用户增长中心/内容运营部
030436,许刚,2026-04-27 09:53:11,A座-闸机,用户增长/市场部
30256,金志霞,2026-03-05 08:19:40,A座-闸机,商业化中心/销售一部
30474,姜桂志,2026-03-06 09:38:40,A座-闸机,星云科技/职能线/人力资源部
030090,韩磊宇,2026-03-10 10:38:13,A座-闸机,星云科技/技术平台中心/应用研发部
030517,陈秀红,2026-03-27 10:20:47,A座-闸机,星云科技/职能线/人力资源部
30099,何悦天,2026-03-16 08:19:58,A座-闸机,技术平台中心/数据智能部
30152,郑明娜,2026-03-09 08:11:57,A座-闸机,星云科技/技术平台/应用研发部
030383,吕芳军,2026-04-26 09:58:20,A座-闸机,用户增长/市场部
30305,金宇志,2026-04-27 10:00:56,A座-闸机,星云科技/商业化中心/销售一部
30230,施洋敏,2026-04-06 09:10:38,A座-闸机,星云科技/商业化中心/销售二部
30458,杨娟涛,2026-03-02 10:53:16,A座-闸机,用户增长/市场部
030325,钱萍敏,2026-04-09 08:40:44,A座-闸机,星云科技/商业化中心/销售二部
30234,施英霞,2026-03-10 08:08:51,A座-闸机,星云科技/商业化中心/商业产品部
30129,沈娜,2026-03-26 10:05:47,A座-闸机,星云科技/技术平台/数据智能部
30315,沈天,2026-03-11 10:01:42,A座-闸机,商业化中心/销售二部
30378,魏芳刚,2026-03-02 10:56:09,A座-闸机,星云科技/用户增长中心/市场部
30347,魏萍涛,2026-04-20 08:15:20,A座-闸机,星云科技/商业化中心/销售一部
30290,钱晨涛,2026-04-21 10:03:07,A座-闸机,星云科技/商业化中心/销售一部
030401,华艳,2026-04-20 09:00:43,A座-闸机,用户增长/市场部
030311,钱娜,2026-04-21 09:45:24,A座-闸机,商业化中心/销售一部
030538,秦刚华,2026-04-02 08:41:44,A座-闸机,星云科技/用户增长中心/市场部
30307,李悦,2026-03-11 08:05:14,A座-闸机,星云科技/商业化中心/商业产品部
030355,陶军,2026-04-21 10:09:41,A座-闸机,商业化中心/商业产品部
30444,张曦,2026-03-02 10:03:57,A座-闸机,星云科技/用户增长中心/内容运营部
030290,钱晨涛,2026-03-02 09:41:44,A座-闸机,商业化中心/销售一部
30470,孙志,2026-03-12 08:34:06,A座-闸机,星云科技/职能线/财务部
030093,卫萍怡,2026-04-01 09:13:19,A座-闸机,星云科技/技术平台/基础架构部
030030,钱刚,2026-04-14 09:59:23,A座-闸机,星云科技/技术平台/应用研发部
030043,孙娜,2026-04-26 08:48:44,A座-闸机,星云科技/技术平台中心/基础架构部
030363,郑秀磊,2026-04-24 09:50:19,A座-闸机,星云科技/商业化中心/销售一部
30421,许秀英,2026-03-04 09:51:33,A座-闸机,星云科技/用户增长中心/市场部
30021,魏萍,2026-04-23 08:52:12,A座-闸机,星云科技/技术平台中心/应用研发部
030360,曹浩,2026-03-06 09:52:58,A座-闸机,星云科技/商业化中心/商业产品部
030186,蒋华杰,2026-03-24 10:26:23,A座-闸机,星云科技/技术平台/应用研发部
030258,孙静斌,2026-03-08 08:23:01,A座-闸机,商业化中心/商业产品部
30512,陈怡宇,2026-03-27 08:21:12,A座-闸机,星云科技/职能线/行政法务部
030301,华艳伟,2026-04-08 08:18:09,A座-闸机,星云科技/商业化中心/商业产品部
030519,吕勇,2026-04-17 08:40:19,A座-闸机,职能线/人力资源部
030244,曹悦曦,2026-04-24 09:12:28,A座-闸机,星云科技/商业化中心/商业产品部
030284,李宇,2026-04-20 10:35:34,A座-闸机,商业化中心/销售一部
30324,褚霞晨,2026-03-10 08:10:08,A座-闸机,商业化中心/销售二部
30325,钱萍敏,2026-04-16 08:51:04,A座-闸机,商业化中心/销售二部
30117,许天伟,2026-03-15 10:01:06,A座-闸机,技术平台中心/应用研发部
030461,赵平丽,2026-04-13 08:20:20,A座-闸机,星云科技/职能线/人力资源部
30205,蒋志静,2026-03-24 09:55:13,A座-闸机,星云科技/技术平台/基础架构部
30220,施强,2026-03-11 08:11:34,A座-闸机,星云科技/商业化中心/商业产品部
030361,褚秀曦,2026-04-24 09:33:42,A座-闸机,星云科技/商业化中心/销售二部
30027,华曦晨,2026-04-27 09:47:02,A座-闸机,星云科技/技术平台/应用研发部
30146,魏晨悦,2026-03-23 09:03:32,A座-闸机,星云科技/技术平台/数据智能部
30156,秦桂英,2026-03-18 10:07:20,A座-闸机,星云科技/技术平台/应用研发部
30428,陶丽英,2026-04-24 08:58:27,A座-闸机,星云科技/用户增长中心/内容运营部
30038,孙军,2026-04-21 09:11:49,A座-闸机,技术平台中心/基础架构部
030424,杨明超,2026-03-02 09:52:35,A座-闸机,星云科技/用户增长中心/内容运营部
30491,张刚,2026-04-14 08:54:59,A座-闸机,职能线/财务部
030071,吕超华,2026-03-09 10:05:36,A座-闸机,星云科技/技术平台中心/应用研发部
30509,严芳超,2026-04-24 09:15:39,A座-闸机,星云科技/职能线/财务部
030453,卫洋,2026-04-17 09:07:26,A座-闸机,用户增长/内容运营部
030203,韩芳,2026-03-06 08:34:41,A座-闸机,星云科技/技术平台/应用研发部
030106,施英,2026-03-20 10:35:26,A座-闸机,技术平台中心/数据智能部
30054,张英,2026-03-27 09:40:16,A座-闸机,星云科技/技术平台中心/数据智能部
30125,蒋超,2026-04-27 09:36:44,A座-闸机,星云科技/技术平台中心/应用研发部
30073,严红芳,2026-04-01 10:30:11,A座-闸机,技术平台中心/数据智能部
30402,秦曦,2026-03-30 10:41:13,A座-闸机,星云科技/用户增长中心/内容运营部
30268,杨欣娜,2026-03-12 09:36:41,A座-闸机,商业化中心/销售一部
30102,姜曦涛,2026-03-20 10:21:34,A座-闸机,星云科技/技术平台中心/基础架构部
30303,孙宇,2026-04-06 08:53:23,A座-闸机,商业化中心/商业产品部
30118,冯兰,2026-03-17 08:59:31,A座-闸机,星云科技/技术平台中心/数据智能部
30331,秦明静,2026-03-23 08:15:19,A座-闸机,星云科技/商业化中心/销售一部
30217,张秀秀,2026-03-24 10:09:11,A座-闸机,商业化中心/销售一部
030239,褚军,2026-03-04 10:56:50,A座-闸机,商业化中心/商业产品部
30002,卫静芳,2026-03-23 08:32:09,A座-闸机,星云科技/技术平台中心/数据智能部
030040,冯强强,2026-03-24 10:43:58,A座-闸机,星云科技/技术平台/应用研发部
030545,吕娜,2026-04-29 08:17:39,A座-闸机,星云科技/商业化中心/销售一部
030229,陶娜,2026-04-01 10:34:54,A座-闸机,星云科技/商业化中心/销售一部
30299,钱丽,2026-03-20 09:24:31,A座-闸机,星云科技/商业化中心/销售二部
30479,尤娟,2026-04-21 08:24:00,A座-闸机,星云科技/职能线/行政法务部
30078,华曦,2026-04-07 08:44:15,A座-闸机,技术平台中心/基础架构部
030094,施强欣,2026-04-07 10:53:47,A座-闸机,星云科技/技术平台/数据智能部
030258,孙静斌,2026-04-17 09:44:42,A座-闸机,星云科技/商业化中心/商业产品部
030451,孙兰,2026-04-10 10:48:03,A座-闸机,星云科技/用户增长中心/市场部
30221,郑欣,2026-03-05 10:51:51,A座-闸机,商业化中心/商业产品部
30302,曹悦,2026-04-15 08:25:52,A座-闸机,星云科技/商业化中心/销售二部
030495,魏磊悦,2026-03-23 09:09:58,A座-闸机,星云科技/职能线/人力资源部
30335,吕斌曦,2026-04-30 08:34:15,A座-闸机,星云科技/商业化中心/商业产品部
30381,张玉霞,2026-04-03 09:26:43,A座-闸机,星云科技/用户增长中心/内容运营部
30078,华曦,2026-03-09 10:58:18,A座-闸机,技术平台中心/基础架构部
30267,王军,2026-04-09 08:15:52,A座-闸机,商业化中心/销售二部
30353,曹涛天,2026-03-16 08:10:58,A座-闸机,星云科技/商业化中心/销售二部
30347,魏萍涛,2026-03-06 10:58:42,A座-闸机,星云科技/商业化中心/销售一部
30515,魏兰,2026-04-23 08:42:57,A座-闸机,职能线/行政法务部
30134,王超玉,2026-04-10 09:48:59,A座-闸机,星云科技/技术平台中心/数据智能部
30456,孙娟娜,2026-04-22 08:54:07,A座-闸机,用户增长/市场部
30502,吕刚,2026-04-23 09:45:53,A座-闸机,星云科技/职能线/财务部
30346,赵磊,2026-03-20 08:52:39,A座-闸机,商业化中心/商业产品部
30240,何华涛,2026-04-28 10:02:38,A座-闸机,星云科技/商业化中心/销售一部
30475,施娟洋,2026-04-15 08:51:24,A座-闸机,职能线/财务部
30131,孙杰,2026-04-08 09:23:41,A座-闸机,星云科技/技术平台中心/数据智能部
30154,沈平芳,2026-03-24 08:48:13,A座-闸机,星云科技/技术平台中心/应用研发部
030064,秦霞娜,2026-03-23 09:59:58,A座-闸机,星云科技/技术平台/应用研发部
030158,姜华,2026-04-01 08:49:25,A座-闸机,技术平台中心/数据智能部
30430,钱英晨,2026-03-24 09:55:05,A座-闸机,星云科技/用户增长中心/内容运营部
030008,金悦,2026-03-25 09:05:13,A座-闸机,技术平台中心/数据智能部
30409,冯英磊,2026-04-29 10:04:19,A座-闸机,用户增长/市场部
30134,王超玉,2026-03-18 08:31:20,A座-闸机,技术平台中心/数据智能部
030146,魏晨悦,2026-04-06 10:54:10,A座-闸机,星云科技/技术平台/数据智能部
030344,曹志,2026-03-19 08:14:35,A座-闸机,星云科技/商业化中心/销售二部
30240,何华涛,2026-03-17 10:19:51,A座-闸机,商业化中心/销售一部
30117,许天伟,2026-04-01 08:15:28,A座-闸机,星云科技/技术平台/应用研发部
030213,周悦怡,2026-03-18 10:21:33,A座-闸机,星云科技/商业化中心/销售二部
030229,陶娜,2026-03-06 10:15:24,A座-闸机,星云科技/商业化中心/销售一部
30210,尤艳萍,2026-04-28 08:20:51,A座-闸机,星云科技/技术平台中心/基础架构部
30066,秦丽晨,2026-03-18 08:42:46,A座-闸机,星云科技/技术平台中心/应用研发部
30476,王洋,2026-04-20 08:24:33,A座-闸机,星云科技/职能线/人力资源部
30342,秦娜,2026-03-19 08:14:29,A座-闸机,商业化中心/销售一部
30387,吕磊涛,2026-04-14 08:26:50,A座-闸机,用户增长/市场部
030075,施娟伟,2026-03-26 09:38:49,A座-闸机,技术平台中心/数据智能部
30405,吴明,2026-04-01 10:02:30,A座-闸机,星云科技/用户增长中心/市场部
30342,秦娜,2026-03-20 09:27:38,A座-闸机,商业化中心/销售一部
030294,吕玉晨,2026-03-27 08:00:30,A座-闸机,商业化中心/商业产品部
30050,金平磊,2026-03-07 10:14:44,A座-闸机,技术平台中心/数据智能部
030086,韩浩怡,2026-03-27 08:11:05,A座-闸机,技术平台中心/基础架构部
30296,何艳洋,2026-04-29 10:56:49,A座-闸机,星云科技/商业化中心/商业产品部
30421,许秀英,2026-04-06 08:48:50,A座-闸机,用户增长/市场部
30088,许敏敏,2026-03-30 09:42:27,A座-闸机,星云科技/技术平台中心/基础架构部
30265,钱秀,2026-04-17 10:03:23,A座-闸机,商业化中心/销售二部
30373,郑军,2026-04-10 09:53:12,A座-闸机,星云科技/用户增长中心/内容运营部
30103,沈刚悦,2026-04-26 10:44:51,A座-闸机,技术平台中心/应用研发部
030279,吴宇,2026-04-21 09:31:34,A座-闸机,星云科技/商业化中心/销售二部
30011,褚怡浩,2026-03-25 08:56:06,A座-闸机,技术平台中心/数据智能部
30368,许玉磊,2026-04-08 08:46:42,A座-闸机,商业化中心/销售一部
030436,许刚,2026-03-18 09:22:45,A座-闸机,用户增长/市场部
30073,严红芳,2026-03-16 09:15:44,A座-闸机,星云科技/技术平台/数据智能部
030038,孙军,2026-03-27 10:56:21,A座-闸机,星云科技/技术平台/基础架构部
030369,孔悦刚,2026-04-03 09:00:39,A座-闸机,商业化中心/商业产品部
30206,金勇志,2026-03-03 09:53:09,A座-闸机,技术平台中心/基础架构部
30374,严桂敏,2026-04-08 10:52:29,A座-闸机,用户增长/市场部
30108,吕晨,2026-03-18 09:58:23,A座-闸机,星云科技/技术平台/基础架构部
030466,魏志志,2026-04-13 10:47:29,A座-闸机,星云科技/职能线/行政法务部
30065,秦悦欣,2026-04-21 09:52:31,A座-闸机,星云科技/技术平台中心/应用研发部
30135,卫明,2026-04-20 09:20:14,A座-闸机,技术平台中心/基础架构部
30552,郑敏,2026-04-14 09:30:13,A座-闸机,星云科技/技术平台中心/应用研发部
030488,姜涛悦,2026-03-18 08:10:37,A座-闸机,职能线/行政法务部
030161,陈超,2026-03-16 08:38:20,A座-闸机,技术平台中心/数据智能部
30321,王斌,2026-04-10 08:11:30,A座-闸机,商业化中心/商业产品部
030380,孔勇,2026-04-25 04:25:00,B1-货梯,星云科技/用户增长中心/内容运营部
30253,赵磊勇,2026-03-09 08:56:39,A座-闸机,星云科技/商业化中心/销售二部
30143,曹浩娜,2026-03-11 08:04:43,A座-闸机,星云科技/技术平台/应用研发部
30355,陶军,2026-03-20 08:19:38,A座-闸机,星云科技/商业化中心/商业产品部
30099,何悦天,2026-03-17 08:09:34,A座-闸机,技术平台中心/数据智能部
30069,曹艳,2026-03-30 09:11:46,A座-闸机,星云科技/技术平台/应用研发部
030216,何欣,2026-04-06 08:37:47,A座-闸机,星云科技/商业化中心/销售二部
030312,杨芳,2026-04-27 10:50:14,A座-闸机,星云科技/商业化中心/销售二部
30398,陈桂,2026-04-02 09:34:29,A座-闸机,用户增长/市场部
30309,许浩敏,2026-03-09 08:39:54,A座-闸机,商业化中心/销售一部
30132,郑娜英,2026-03-16 09:06:04,A座-闸机,技术平台中心/数据智能部
030211,严桂,2026-03-20 09:58:27,A座-闸机,商业化中心/销售二部
30544,曹华,2026-04-03 08:40:20,A座-闸机,职能线/财务部
30200,陈欣明,2026-04-13 09:25:18,A座-闸机,技术平台中心/基础架构部
30289,李敏,2026-04-29 08:38:32,A座-闸机,商业化中心/销售二部
30147,陶涛,2026-03-19 10:40:42,A座-闸机,星云科技/技术平台/数据智能部
30139,郑敏兰,2026-04-13 09:41:03,A座-闸机,星云科技/技术平台/数据智能部
30256,金志霞,2026-04-07 09:27:48,A座-闸机,商业化中心/销售一部
30043,孙娜,2026-03-30 08:31:31,A座-闸机,星云科技/技术平台中心/基础架构部
30476,王洋,2026-04-15 08:36:35,A座-闸机,职能线/人力资源部
030429,华娜,2026-03-11 10:12:22,A座-闸机,用户增长/内容运营部
030394,沈伟,2026-03-05 08:19:04,A座-闸机,用户增长/市场部
030333,施平,2026-03-11 08:30:54,A座-闸机,星云科技/商业化中心/商业产品部
30445,施天,2026-04-28 09:45:10,A座-闸机,用户增长/市场部
030178,卫霞怡,2026-04-03 08:09:51,A座-闸机,星云科技/技术平台中心/数据智能部
30125,蒋超,2026-04-14 08:21:18,A座-闸机,星云科技/技术平台中心/应用研发部
030152,郑明娜,2026-04-12 11:13:01,A座-闸机,星云科技/技术平台/应用研发部
30291,许娜,2026-04-06 09:31:13,A座-闸机,星云科技/商业化中心/商业产品部
30248,曹华,2026-03-10 10:54:32,A座-闸机,商业化中心/销售一部
030087,褚杰,2026-04-10 10:23:11,A座-闸机,星云科技/技术平台中心/应用研发部
30177,朱超,2026-03-10 09:10:47,A座-闸机,技术平台中心/数据智能部
30319,王芳,2026-03-16 10:24:56,A座-闸机,星云科技/商业化中心/销售二部
30260,孙英桂,2026-04-26 09:41:29,A座-闸机,商业化中心/销售一部
030148,王丽斌,2026-03-17 09:26:10,A座-闸机,星云科技/技术平台/应用研发部
30094,施强欣,2026-04-23 09:33:42,A座-闸机,星云科技/技术平台/数据智能部
30474,姜桂志,2026-04-10 09:42:08,A座-闸机,职能线/人力资源部
030118,冯兰,2026-04-10 08:09:00,A座-闸机,星云科技/技术平台中心/数据智能部
30247,陶玉,2026-04-26 08:59:39,A座-闸机,商业化中心/商业产品部
030208,华秀伟,2026-04-01 08:00:59,A座-闸机,星云科技/技术平台中心/应用研发部
030035,朱宇,2026-04-23 08:53:07,A座-闸机,星云科技/技术平台中心/基础架构部
030332,何欣,2026-03-05 09:59:46,A座-闸机,商业化中心/商业产品部
30357,李霞,2026-03-23 10:27:34,A座-闸机,星云科技/商业化中心/销售一部
30380,孔勇,2026-03-10 08:52:59,A座-闸机,用户增长/内容运营部
30448,吴娜,2026-03-12 08:34:53,A座-闸机,用户增长/内容运营部
30100,施娟,2026-04-02 10:53:26,A座-闸机,技术平台中心/数据智能部
030285,尤勇丽,2026-03-09 10:31:58,A座-闸机,星云科技/商业化中心/销售一部
30197,陈浩秀,2026-03-30 10:26:38,A座-闸机,技术平台中心/应用研发部
30291,许娜,2026-04-22 08:05:19,A座-闸机,星云科技/商业化中心/商业产品部
30401,华艳,2026-03-13 09:15:01,A座-闸机,星云科技/用户增长中心/市场部
030162,何丽伟,2026-04-15 10:27:53,A座-闸机,技术平台中心/应用研发部
030038,孙军,2026-03-23 08:04:35,A座-闸机,星云科技/技术平台/基础架构部
030509,严芳超,2026-04-25 10:25:07,A座-闸机,职能线/财务部
30337,许明华,2026-04-03 10:34:00,A座-闸机,星云科技/商业化中心/销售一部
030459,魏娜平,2026-04-14 09:23:01,A座-闸机,用户增长/市场部
30086,韩浩怡,2026-04-10 08:18:14,A座-闸机,星云科技/技术平台/基础架构部
030521,姜欣英,2026-03-27 08:03:42,A座-闸机,
30001,华平,2026-03-31 09:46:36,A座-闸机,星云科技/技术平台中心/数据智能部
30075,施娟伟,2026-03-30 08:50:33,A座-闸机,技术平台中心/数据智能部
30341,秦芳,2026-04-21 10:02:39,A座-闸机,星云科技/商业化中心/销售一部
30449,华宇娜,2026-04-17 10:58:19,A座-闸机,用户增长/市场部
30375,杨怡强,2026-04-29 08:00:37,A座-闸机,星云科技/用户增长中心/市场部
30397,王伟,2026-03-31 10:08:47,A座-闸机,用户增长/市场部
30259,魏怡斌,2026-03-25 10:45:15,A座-闸机,星云科技/商业化中心/销售一部
030061,孙敏,2026-03-17 08:25:39,A座-闸机,星云科技/技术平台中心/数据智能部
30428,陶丽英,2026-03-30 10:15:53,A座-闸机,用户增长/内容运营部
30486,秦静,2026-04-15 09:53:43,A座-闸机,职能线/财务部
30154,沈平芳,2026-03-16 10:51:05,A座-闸机,技术平台中心/应用研发部
30051,杨萍华,2026-04-15 08:46:22,A座-闸机,星云科技/技术平台中心/基础架构部
30199,沈曦怡,2026-03-25 10:09:40,A座-闸机,星云科技/技术平台中心/数据智能部
30291,许娜,2026-03-23 10:02:20,A座-闸机,商业化中心/商业产品部
30014,郑宇,2026-03-03 08:47:15,A座-闸机,技术平台中心/基础架构部
30436,许刚,2026-03-17 08:29:36,A座-闸机,星云科技/用户增长中心/市场部
030293,冯敏伟,2026-04-08 08:53:21,A座-闸机,星云科技/商业化中心/销售二部
30016,张静,2026-04-08 10:57:49,A座-闸机,星云科技/技术平台中心/应用研发部
030384,魏强斌,2026-04-06 10:37:22,A座-闸机,用户增长/市场部
30020,金刚芳,2026-03-24 09:25:22,A座-闸机,技术平台中心/数据智能部
030136,孔军萍,2026-04-22 08:25:43,A座-闸机,技术平台中心/应用研发部
030069,曹艳,2026-03-18 09:49:29,A座-闸机,星云科技/技术平台/应用研发部
30309,许浩敏,2026-04-28 10:34:54,A座-闸机,商业化中心/销售一部
030394,沈伟,2026-04-30 09:06:09,A座-闸机,星云科技/用户增长中心/市场部
30509,严芳超,2026-04-01 08:35:13,A座-闸机,星云科技/职能线/财务部
30446,周涛,2026-03-30 08:00:27,A座-闸机,星云科技/用户增长中心/市场部
030255,陈英磊,2026-03-19 08:45:36,A座-闸机,星云科技/商业化中心/销售二部
30054,张英,2026-03-20 08:04:42,A座-闸机,星云科技/技术平台/数据智能部
30080,张洋,2026-03-09 08:57:23,A座-闸机,技术平台中心/基础架构部
30234,施英霞,2026-04-09 09:57:47,A座-闸机,星云科技/商业化中心/商业产品部
